Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
415,CA-2021-000216,10/23/2021,10/27/2021,Second Class,CG-79544,Harold Pawlan,Corporate,United States,Hartford,Connecticut,97301,East,OFF-LAB-96696,Office Supplies,Labels,Avery 491 Tab Dividers,114.32,6,0.15,19.67
416,CA-2021-000216,10/23/2021,10/27/2021,Second Class,CG-79544,Harold Pawlan,Corporate,United States,Hartford,Connecticut,49679,East,OFF-BIN-99211,Office Supplies,Binders,GBC Standard Thermo-Bind Covers,98.82,2,0.15,1.36
417,CA-2021-000217,4/18/2021,4/22/2021,Second Class,CG-90063,Rick Bensley,Consumer,United States,Sacramento,California,14479,West,OFF-BIN-55663,Office Supplies,Binders,GBC Standard Thermo-Bind Covers,168.06,5,0,3.49
418,CA-2021-000218,9/2/2021,9/5/2021,Second Class,CG-66186,Rick Bensley,Corporate,United States,Mesa,Arizona,78252,West,TEC-ACC-82550,Technology,Accessories,Targus Ultralife Rolling Laptop Case,247.94,3,0.05,41.02
419,CA-2021-000218,9/2/2021,9/5/2021,Second Class,CG-66186,Rick Bensley,Corporate,United States,Mesa,Arizona,37332,West,OFF-STO-32219,Office Supplies,Storage,Storex Industrial Stacking Drawer/Organizer,76.68,1,0,7.31
420,CA-2021-000218,9/2/2021,9/5/2021,Second Class,CG-66186,Rick Bensley,Corporate,United States,Mesa,Arizona,19074,West,FUR-BOO-45698,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase in Fawn Finish,1442.66,6,0.25,-314.57
421,CA-2021-000219,8/12/2021,8/14/2021,First Class,CG-94820,Zuschuss Donatelli,Home Office,United States,Sacramento,California,96928,West,OFF-PAP-91417,Office Supplies,Paper,Easy-staple paper,157.83,4,0.1,23.69
422,CA-2021-000219,8/12/2021,8/14/2021,First Class,CG-94820,Zuschuss Donatelli,Home Office,United States,Sacramento,California,72392,West,TEC-ACC-92413,Technology,Accessories,Logitech MK550 Wireless Wave Keyboard and Mouse Bundle,377.42,6,0.2,35.64
423,CA-2021-000219,8/12/2021,8/14/2021,First Class,CG-94820,Zuschuss Donatelli,Home Office,United States,Sacramento,California,63375,West,TEC-ACC-54591,Technology,Accessories,Plantronics CS50 Wireless Headset System,988.2,7,0,190.27
424,CA-2021-000220,12/8/2021,12/8/2021,Same Day,CG-27224,Rick Bensley,Consumer,United States,Orlando,Florida,26330,South,TEC-MAC-38042,Technology,Machines,Brother Fax Machine 775,4765.05,3,0.05,-100.15
425,CA-2021-000221,11/9/2021,11/15/2021,Standard Class,CG-41475,Jim Mitchum,Home Office,United States,New York City,New York,54245,East,TEC-MAC-90359,Technology,Machines,Hewlett-Packard LaserJet 3310 Copier,8572.79,5,0.15,-22.88
426,CA-2021-000222,4/6/2021,4/8/2021,First Class,CG-47268,Sean O'Donnell,Corporate,United States,Atlanta,Georgia,13643,South,TEC-MAC-86845,Technology,Machines,Xerox WorkCentre 6505DN,6252.77,4,0.05,345.22
427,CA-2021-000222,4/6/2021,4/8/2021,First Class,CG-47268,Sean O'Donnell,Corporate,United States,Atlanta,Georgia,82171,South,TEC-MAC-30404,Technology,Machines,Hewlett-Packard LaserJet 3310 Copier,2125.06,2,0.15,-279.02
428,CA-2021-000222,4/6/2021,4/8/2021,First Class,CG-47268,Sean O'Donnell,Corporate,United States,Atlanta,Georgia,17016,South,TEC-MAC-26265,Technology,Machines,Hewlett-Packard LaserJet 3310 Copier,7185.73,5,0.05,-486.59
429,CA-2021-000223,10/8/2021,10/13/2021,Standard Class,CG-31841,Fred Hopkins,Home Office,United States,Colorado Springs,Colorado,50023,West,FUR-CHA-67491,Furniture,Chairs,Global Leather Executive Chair,479.44,1,0.15,-15.89
430,CA-2021-000223,10/8/2021,10/13/2021,Standard Class,CG-31841,Fred Hopkins,Home Office,United States,Colorado Springs,Colorado,82596,West,FUR-CHA-43801,Furniture,Chairs,Global Leather Executive Chair,2155.07,4,0.1,-26.71
431,CA-2021-000224,9/1/2021,9/7/2021,Standard Class,CG-49938,Gary Hwang,Home Office,United States,Aurora,Illinois,64108,Central,FUR-FUR-87857,Furniture,Furnishings,Seth Thomas 6" Globe Clock,382.39,7,0.1,30.65
432,CA-2021-000224,9/1/2021,9/7/2021,Standard Class,CG-49938,Gary Hwang,Home Office,United States,Aurora,Illinois,78589,Central,FUR-TAB-74329,Furniture,Tables,Global Adaptabilities Collection Flip Top Table,5389.21,7,0.3,-1985.21
433,CA-2021-000224,9/1/2021,9/7/2021,Standard Class,CG-49938,Gary Hwang,Home Office,United States,Aurora,Illinois,77669,Central,OFF-PAP-11951,Office Supplies,Paper,Xerox 4200 Series Multi-Use Copy Paper,185.57,4,0.1,27.1
434,CA-2021-000225,12/8/2021,12/11/2021,Second Class,CG-43594,Art Miller,Corporate,United States,Detroit,Michigan,40067,Central,OFF-BIN-87305,Office Supplies,Binders,GBC Standard Thermo-Bind Covers,417.98,7,0.2,-23.89
435,CA-2021-000225,12/8/2021,12/11/2021,Second Class,CG-43594,Art Miller,Corporate,United States,Detroit,Michigan,63503,Central,TEC-MAC-46755,Technology,Machines,Ativa V4110MDD Shredder,3054.71,2,0.2,-188.02
436,CA-2021-000226,3/22/2021,3/22/2021,Same Day,CG-52325,Maria Bertelson,Consumer,United States,Birmingham,Alabama,85662,South,FUR-CHA-77253,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,2375.08,5,0.1,-57.59
437,CA-2021-000226,3/22/2021,3/22/2021,Same Day,CG-52325,Maria Bertelson,Consumer,United States,Birmingham,Alabama,25200,South,TEC-MAC-27248,Technology,Machines,Brother Fax Machine 775,9509.92,6,0.15,-1383.69
438,CA-2021-000227,11/17/2021,11/17/2021,Same Day,CG-60082,Zuschuss Donatelli,Consumer,United States,San Antonio,Texas,11280,Central,TEC-MAC-26642,Technology,Machines,Brother Fax Machine 775,3238.12,2,0.05,-198.01
439,CA-2021-000228,10/20/2021,10/23/2021,Second Class,CG-31082,Susan Vittorino,Consumer,United States,Detroit,Michigan,77593,Central,TEC-ACC-52722,Technology,Accessories,Targus Ultralife Rolling Laptop Case,449.96,4,0.1,80.73
440,CA-2021-000229,10/3/2021,10/5/2021,First Class,CG-69135,Karen Ferguson,Home Office,United States,Jacksonville,Florida,33982,South,TEC-MAC-22971,Technology,Machines,Hewlett-Packard LaserJet 3310 Copier,1709.58,2,0.05,103.12
441,CA-2021-000230,9/7/2021,9/11/2021,Second Class,CG-48121,Keith Dawkins,Corporate,United States,Richmond,Virginia,21468,East,FUR-BOO-16867,Furniture,Bookcases,Atlantic Metals Mobile Heavy-Gauge Shelving Cart,2043.18,5,0.45,-1117.65
442,CA-2021-000230,9/7/2021,9/11/2021,Second Class,CG-48121,Keith Dawkins,Corporate,United States,Richmond,Virginia,29312,East,TEC-PHO-55128,Technology,Phones,Samsung Galaxy Tab 4 (10.1"),1757.23,3,0.05,273.37
443,CA-2021-000230,9/7/2021,9/11/2021,Second Class,CG-48121,Keith Dawkins,Corporate,United States,Richmond,Virginia,76278,East,TEC-COP-58059,Technology,Copiers,Canon imageCLASS D320 Copier,6294.8,3,0.15,745.98
444,CA-2021-000231,5/8/2021,5/10/2021,First Class,CG-87613,Zuschuss Donatelli,Consumer,United States,Savannah,Georgia,40818,South,OFF-FAS-76184,Office Supplies,Fasteners,Avery Binding System Hidden Tab Executive Style Index Systems,40.42,4,0.15,7.81
445,CA-2021-000231,5/8/2021,5/10/2021,First Class,CG-87613,Zuschuss Donatelli,Consumer,United States,Savannah,Georgia,60779,South,OFF-ART-12653,Office Supplies,Art,Newell 331,90.22,5,0.1,7.61
446,CA-2021-000231,5/8/2021,5/10/2021,First Class,CG-87613,Zuschuss Donatelli,Consumer,United States,Savannah,Georgia,94694,South,FUR-FUR-85605,Furniture,Furnishings,Seth Thomas 6" Globe Clock,631.07,6,0.1,56.49
447,CA-2021-000232,5/19/2021,5/25/2021,Standard Class,CG-87260,Darrin Van Huff,Home Office,United States,Springfield,Massachusetts,89533,East,TEC-ACC-84865,Technology,Accessories,Kensington Spin Drive Portable USB Drive,822.84,7,0.15,81.71
448,CA-2021-000232,5/19/2021,5/25/2021,Standard Class,CG-87260,Darrin Van Huff,Home Office,United States,Springfield,Massachusetts,23345,East,FUR-FUR-12684,Furniture,Furnishings,Deflect-o Superior Image Shower Guard Locking Tabletop Display,107.01,2,0.15,0.9
449,CA-2021-000233,4/27/2021,5/3/2021,Standard Class,CG-29834,Sylvia Foulston,Consumer,United States,Minneapolis,Minnesota,99322,Central,OFF-ENV-75694,Office Supplies,Envelopes,Staple envelope,63.87,3,0.15,9.45
450,CA-2021-000233,4/27/2021,5/3/2021,Standard Class,CG-29834,Sylvia Foulston,Consumer,United States,Minneapolis,Minnesota,26542,Central,OFF-FAS-15321,Office Supplies,Fasteners,Staples in Misc. Colors,33.6,2,0.2,5.26
451,CA-2021-000233,4/27/2021,5/3/2021,Standard Class,CG-29834,Sylvia Foulston,Consumer,United States,Minneapolis,Minnesota,57281,Central,OFF-BIN-93523,Office Supplies,Binders,Wilson Jones Heavy Gauge Vinyl View Binder,95.94,3,0.3,-11.31
452,CA-2021-000234,9/11/2021,9/14/2021,First Class,CG-70984,Phillina Ober,Consumer,United States,Shreveport,Louisiana,55941,South,OFF-ART-92063,Office Supplies,Art,Fiskars 8" Scissors,67.74,4,0.1,7.85
453,CA-2021-000235,8/31/2021,9/4/2021,Second Class,CG-80510,Darrin Van Huff,Corporate,United States,Aurora,Illinois,13043,Central,OFF-SUP-51203,Office Supplies,Supplies,Belkin 6 Outlet Metallic Surge Strip,275.57,7,0.25,-52.6
454,CA-2021-000235,8/31/2021,9/4/2021,Second Class,CG-80510,Darrin Van Huff,Corporate,United States,Aurora,Illinois,36718,Central,FUR-BOO-79204,Furniture,Bookcases,Sauder Cornerstone Collection Bookcase,2157.83,7,0.45,-1373.34
455,CA-2021-000236,1/22/2021,1/25/2021,Second Class,CG-36689,Sylvia Foulston,Home Office,United States,Memphis,Tennessee,99524,South,OFF-BIN-58822,Office Supplies,Binders,GBC Standard Thermo-Bind Covers,56.49,1,0.1,-3.3
456,CA-2021-000236,1/22/2021,1/25/2021,Second Class,CG-36689,Sylvia Foulston,Home Office,United States,Memphis,Tennessee,63545,South,TEC-MAC-12059,Technology,Machines,Brother Fax Machine 775,5727.6,7,0.05,-243.44
457,CA-2021-000236,1/22/2021,1/25/2021,Second Class,CG-36689,Sylvia Foulston,Home Office,United States,Memphis,Tennessee,18893,South,FUR-CHA-83430,Furniture,Chairs,Global Leather Executive Chair,514.09,1,0,38.28
458,CA-2021-000237,12/30/2021,1/1/2022,First Class,CG-46580,Pete Kriz,Corporate,United States,Columbus,Ohio,41596,Central,FUR-TAB-23385,Furniture,Tables,Bevis Steel Folding Table,2355.29,3,0.1,-682.14
459,CA-2021-000237,12/30/2021,1/1/2022,First Class,CG-46580,Pete Kriz,Corporate,United States,Columbus,Ohio,26457,Central,FUR-FUR-68102,Furniture,Furnishings,Deflect-o Superior Image Shower Guard Locking Tabletop Display,453.71,4,0.2,10.31
460,CA-2021-000238,8/17/2021,8/20/2021,First Class,CG-71527,Rick Bensley,Consumer,United States,Savannah,Georgia,59336,South,OFF-FAS-20941,Office Supplies,Fasteners,Staples in Misc. Colors,44.25,3,0.15,7.69
461,CA-2021-000238,8/17/2021,8/20/2021,First Class,CG-71527,Rick Bensley,Consumer,United States,Savannah,Georgia,36208,South,OFF-STO-51098,Office Supplies,Storage,3M Hangers with Command Adhesive,394.04,6,0.05,36.21
462,CA-2021-000238,8/17/2021,8/20/2021,First Class,CG-71527,Rick Bensley,Consumer,United States,Savannah,Georgia,32701,South,OFF-BIN-10533,Office Supplies,Binders,Wilson Jones Heavy Gauge Vinyl View Binder,183.73,6,0.15,-10.89
463,CA-2021-000239,2/12/2021,2/14/2021,First Class,CG-21371,Ken Black,Corporate,United States,Spokane,Washington,92521,West,OFF-APP-49509,Office Supplies,Appliances,Cuisinart SM-50BC 5.5 Quart Stand Mixer,1131.12,6,0.2,-81.94
464,CA-2021-000239,2/12/2021,2/14/2021,First Class,CG-21371,Ken Black,Corporate,United States,Spokane,Washington,41147,West,FUR-BOO-42687,Furniture,Bookcases,Bush Westfield Collection Bookcases,327.85,1,0.35,-141.07
465,CA-2021-000239,2/12/2021,2/14/2021,First Class,CG-21371,Ken Black,Corporate,United States,Spokane,Washington,42780,West,OFF-BIN-16175,Office Supplies,Binders,Acco Pressboard Covers with Storage Hooks,101.68,4,0.25,-14.64
466,CA-2021-000240,5/23/2021,5/27/2021,Second Class,CG-22514,Harold Pawlan,Consumer,United States,Tampa,Florida,94763,South,TEC-COP-58816,Technology,Copiers,Canon imageCLASS D320 Copier,7108.09,2,0.1,1001.27
467,CA-2021-000240,5/23/2021,5/27/2021,Second Class,CG-22514,Harold Pawlan,Consumer,United States,Tampa,Florida,69179,South,TEC-PHO-45832,Technology,Phones,GE 30524EE4 Dect 6.0 Cordless Phone,1936.16,4,0.1,62.46
468,CA-2021-000241,3/8/2021,3/13/2021,Standard Class,CG-76197,Pete Kriz,Home Office,United States,Aurora,Illinois,30505,Central,OFF-ENV-58733,Office Supplies,Envelopes,Staple envelope,96.45,7,0.05,17.46
469,CA-2021-000241,3/8/2021,3/13/2021,Standard Class,CG-76197,Pete Kriz,Home Office,United States,Aurora,Illinois,34474,Central,OFF-SUP-76141,Office Supplies,Supplies,Belkin 6 Outlet Metallic Surge Strip,49.44,1,0,-2.58
470,CA-2021-000241,3/8/2021,3/13/2021,Standard Class,CG-76197,Pete Kriz,Home Office,United States,Aurora,Illinois,78927,Central,TEC-MAC-94917,Technology,Machines,Ativa V4110MDD Shredder,1452.36,1,0.05,21.72
471,CA-2021-000242,1/22/2021,1/22/2021,Same Day,CG-44881,Sylvia Foulston,Home Office,United States,Memphis,Tennessee,10455,South,FUR-BOO-63879,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase in Fawn Finish,1361.61,5,0.2,-208.08
472,CA-2021-000242,1/22/2021,1/22/2021,Same Day,CG-44881,Sylvia Foulston,Home Office,United States,Memphis,Tennessee,67752,South,OFF-FAS-10696,Office Supplies,Fasteners,Staples in Misc. Colors,44.86,5,0.1,10.35
473,CA-2021-000242,1/22/2021,1/22/2021,Same Day,CG-44881,Sylvia Foulston,Home Office,United States,Memphis,Tennessee,97054,South,OFF-APP-51141,Office Supplies,Appliances,KitchenAid 5-Speed Ultra Power Blender,221.1,1,0.2,-7.44
474,CA-2021-000243,12/29/2021,1/1/2022,First Class,CG-24409,Fred Hopkins,Consumer,United States,Los Angeles,California,96799,West,FUR-TAB-11834,Furniture,Tables,Bevis Steel Folding Table,581.72,1,0.25,-159.42
475,CA-2021-000244,10/15/2021,10/20/2021,Standard Class,CG-42986,Harold Pawlan,Consumer,United States,Denver,Colorado,28479,West,OFF-PAP-55202,Office Supplies,Paper,Xerox 4200 Series Multi-Use Copy Paper,250.48,7,0.1,33.06
476,CA-2021-000244,10/15/2021,10/20/2021,Standard Class,CG-42986,Harold Pawlan,Consumer,United States,Denver,Colorado,89662,West,TEC-ACC-25819,Technology,Accessories,Plantronics CS50 Wireless Headset System,84.65,1,0.15,6.26
477,CA-2021-000245,1/28/2021,1/31/2021,Second Class,CG-24116,Maria Bertelson,Consumer,United States,Greensboro,North Carolina,88641,South,OFF-STO-89797,Office Supplies,Storage,3M Hangers with Command Adhesive,112.88,2,0.05,12.18
478,CA-2021-000246,4/23/2021,4/26/2021,First Class,CG-29230,Brosina Hoffman,Consumer,United States,San Diego,California,46914,West,TEC-COP-45138,Technology,Copiers,Sharp Wireless All-In-One Inkjet Printer,7019.66,4,0.2,974.1
479,CA-2021-000247,12/14/2021,12/17/2021,First Class,CG-24287,Randall Shilling,Consumer,United States,Philadelphia,Pennsylvania,13700,East,OFF-STO-74667,Office Supplies,Storage,3M Hangers with Command Adhesive,192.28,2,0.05,5.89
480,CA-2021-000248,12/5/2021,12/7/2021,First Class,CG-27018,Maria Bertelson,Consumer,United States,Savannah,Georgia,40124,South,TEC-ACC-78456,Technology,Accessories,Verbatim 25 GB 6x Blu-Ray Single Discs,202.97,2,0.1,31.14
481,CA-2021-000249,10/25/2021,10/29/2021,Second Class,CG-67137,Nora Preis,Consumer,United States,Columbus,Georgia,57003,South,FUR-FUR-94278,Furniture,Furnishings,Seth Thomas 6" Globe Clock,111.37,1,0.15,3.66
482,CA-2021-000249,10/25/2021,10/29/2021,Second Class,CG-67137,Nora Preis,Consumer,United States,Columbus,Georgia,29360,South,TEC-PHO-37911,Technology,Phones,Cisco SPA 501G IP Phone,1700.82,4,0.05,207.47
483,CA-2021-000249,10/25/2021,10/29/2021,Second Class,CG-67137,Nora Preis,Consumer,United States,Columbus,Georgia,99074,South,TEC-ACC-81227,Technology,Accessories,Verbatim 25 GB 6x Blu-Ray Single Discs,253.58,2,0,65.23
484,CA-2021-000250,8/26/2021,8/30/2021,Second Class,CG-74390,Zuschuss Donatelli,Corporate,United States,Springfield,Massachusetts,85087,East,FUR-CHA-87971,Furniture,Chairs,Office Star Executive High Back Chair,488.05,1,0.1,-28.19
485,CA-2021-000251,10/30/2021,10/31/2021,Same Day,CG-89322,Sylvia Foulston,Home Office,United States,Columbus,Ohio,16089,Central,TEC-COP-21276,Technology,Copiers,Canon imageCLASS D320 Copier,23491.02,7,0.05,6167.39
486,CA-2021-000251,10/30/2021,10/31/2021,Same Day,CG-89322,Sylvia Foulston,Home Office,United States,Columbus,Ohio,39961,Central,TEC-COP-58016,Technology,Copiers,Hewlett Packard LaserJet 1010,18462.21,5,0,4984.78
487,CA-2021-000252,5/23/2021,5/29/2021,Standard Class,CG-28863,Darrin Van Huff,Home Office,United States,Rockford,Illinois,37142,Central,FUR-BOO-61487,Furniture,Bookcases,Sauder Cornerstone Collection Bookcase,554.87,2,0.2,-95.06
488,CA-2021-000252,5/23/2021,5/29/2021,Standard Class,CG-28863,Darrin Van Huff,Home Office,United States,Rockford,Illinois,61784,Central,OFF-STO-81331,Office Supplies,Storage,Storex Industrial Stacking Drawer/Organizer,193.7,3,0,20.66
489,CA-2021-000253,10/21/2021,10/25/2021,Second Class,CG-81932,Yana Sorensen,Corporate,United States,Shreveport,Louisiana,19058,South,OFF-BIN-71309,Office Supplies,Binders,GBC Standard Thermo-Bind Covers,169.95,5,0.3,-23.31
490,CA-2021-000253,10/21/2021,10/25/2021,Second Class,CG-81932,Yana Sorensen,Corporate,United States,Shreveport,Louisiana,28185,South,FUR-FUR-12907,Furniture,Furnishings,Seth Thomas 6" Globe Clock,614.06,6,0.05,61.27
491,CA-2021-000253,10/21/2021,10/25/2021,Second Class,CG-81932,Yana Sorensen,Corporate,United States,Shreveport,Louisiana,65130,South,TEC-MAC-55037,Technology,Machines,Brother Fax Machine 775,1591.58,2,0.1,-110.84
492,CA-2021-000254,12/30/2021,1/3/2022,Second Class,CG-20063,Susan Vittorino,Home Office,United States,Memphis,Tennessee,16342,South,TEC-MAC-54339,Technology,Machines,Brother Fax Machine 775,772.01,1,0.15,-25.13
493,CA-2021-000255,5/26/2021,5/29/2021,First Class,CG-91898,Eric Hoffmann,Home Office,United States,Dallas,Texas,81769,Central,OFF-LAB-97415,Office Supplies,Labels,Avery 491 Tab Dividers,47.21,2,0.1,9.1
494,CA-2021-000255,5/26/2021,5/29/2021,First Class,CG-91898,Eric Hoffmann,Home Office,United States,Dallas,Texas,10975,Central,FUR-FUR-80611,Furniture,Furnishings,Eldon Expressions Desk Accessories Collection,747.4,6,0.15,31.34
495,CA-2021-000256,7/24/2021,7/28/2021,Second Class,CG-69953,Alejandro Grove,Corporate,United States,Miami,Florida,65212,South,OFF-ART-78526,Office Supplies,Art,Newell 331,246.89,7,0.1,27.65
496,CA-2021-000256,7/24/2021,7/28/2021,Second Class,CG-69953,Alejandro Grove,Corporate,United States,Miami,Florida,14460,South,OFF-PAP-66034,Office Supplies,Paper,Easy-staple paper,66.92,3,0.2,5.37
497,CA-2021-000257,12/10/2021,12/15/2021,Standard Class,CG-98472,Bill Donatelli,Corporate,United States,Allentown,Pennsylvania,21222,East,TEC-PHO-64317,Technology,Phones,Motorola 6200 Series VVX 600,2338.91,5,0.05,259.28
498,CA-2021-000257,12/10/2021,12/15/2021,Standard Class,CG-98472,Bill Donatelli,Corporate,United States,Allentown,Pennsylvania,28637,East,TEC-ACC-23630,Technology,Accessories,Logitech MK550 Wireless Wave Keyboard and Mouse Bundle,151.26,2,0.1,21.81
499,CA-2021-000257,12/10/2021,12/15/2021,Standard Class,CG-98472,Bill Donatelli,Corporate,United States,Allentown,Pennsylvania,23220,East,FUR-BOO-17871,Furniture,Bookcases,Atlantic Metals Mobile Heavy-Gauge Shelving Cart,361.91,2,0.3,-81.58
500,CA-2021-000258,12/11/2021,12/12/2021,Same Day,CG-65009,Alejandro Grove,Corporate,United States,Columbus,Ohio,44163,Central,FUR-CHA-83687,Furniture,Chairs,Global Leather Executive Chair,3131.57,7,0.1,-19.49
501,CA-2021-000258,12/11/2021,12/12/2021,Same Day,CG-65009,Alejandro Grove,Corporate,United States,Columbus,Ohio,83074,Central,TEC-COP-36559,Technology,Copiers,Xerox WorkCentre 3220 Multifunction Laser Printer,17426.23,7,0.15,2868.69
502,CA-2021-000259,10/23/2021,10/27/2021,Second Class,CG-29405,Gary McGarr,Corporate,United States,Worcester,Massachusetts,77377,East,OFF-STO-58157,Office Supplies,Storage,3M Hangers with Command Adhesive,515.74,7,0,73.54
503,CA-2021-000259,10/23/2021,10/27/2021,Second Class,CG-29405,Gary McGarr,Corporate,United States,Worcester,Massachusetts,90309,East,TEC-PHO-56195,Technology,Phones,Cisco SPA 501G IP Phone,2443.91,5,0.05,235.95
504,CA-2021-000260,10/30/2021,10/31/2021,Same Day,CG-87523,Andrew Allen,Consumer,United States,Pittsburgh,Pennsylvania,55582,East,OFF-SUP-39126,Office Supplies,Supplies,World War II Commemoration Comm.,161.98,3,0.25,-29.68
505,CA-2021-000260,10/30/2021,10/31/2021,Same Day,CG-87523,Andrew Allen,Consumer,United States,Pittsburgh,Pennsylvania,92120,East,FUR-FUR-94330,Furniture,Furnishings,Deflect-o Superior Image Shower Guard Locking Tabletop Display,443.39,4,0.15,12.84
506,CA-2021-000261,9/6/2021,9/6/2021,Same Day,CG-87934,Jim Mitchum,Home Office,United States,Virginia Beach,Virginia,29041,East,FUR-TAB-26474,Furniture,Tables,Harmonics Envision Training Table,2216.95,4,0.4,-1290.61
507,CA-2021-000261,9/6/2021,9/6/2021,Same Day,CG-87934,Jim Mitchum,Home Office,United States,Virginia Beach,Virginia,56341,East,TEC-ACC-17974,Technology,Accessories,Verbatim 25 GB 6x Blu-Ray Single Discs,948.69,7,0.15,97.74
508,CA-2021-000262,5/21/2021,5/25/2021,Second Class,CG-17224,Randall Shilling,Home Office,United States,Mobile,Alabama,98253,South,FUR-BOO-85373,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase in Fawn Finish,1865.81,5,0.4,-986.71
509,CA-2021-000263,9/22/2021,9/25/2021,Second Class,CG-15567,Maria Bertelson,Corporate,United States,Orlando,Florida,92370,South,OFF-PAP-45858,Office Supplies,Paper,Easy-staple paper,277.7,6,0.05,48.39
510,CA-2021-000263,9/22/2021,9/25/2021,Second Class,CG-15567,Maria Bertelson,Corporate,United States,Orlando,Florida,92487,South,TEC-PHO-10648,Technology,Phones,Cisco SPA 501G IP Phone,2734.32,5,0.05,302.55
511,CA-2021-000264,2/18/2021,2/21/2021,First Class,CG-84866,Art Miller,Home Office,United States,San Francisco,California,43971,West,FUR-BOO-19696,Furniture,Bookcases,Bush Westfield Collection Bookcases,180.24,1,0.15,-24.05
512,CA-2021-000264,2/18/2021,2/21/2021,First Class,CG-84866,Art Miller,Home Office,United States,San Francisco,California,15252,West,TEC-MAC-96344,Technology,Machines,Brother Fax Machine 775,9696.69,7,0.1,-388.14
513,CA-2021-000264,2/18/2021,2/21/2021,First Class,CG-84866,Art Miller,Home Office,United States,San Francisco,California,37109,West,FUR-CHA-69123,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chair,1496.95,4,0.15,-136.42
514,CA-2021-000265,5/19/2021,5/24/2021,Standard Class,CG-49708,Keith Dawkins,Corporate,United States,Columbus,Ohio,59098,Central,TEC-ACC-43640,Technology,Accessories,Kensington Spin Drive Portable USB Drive,222.03,2,0.05,45.91
515,CA-2021-000266,9/18/2021,9/20/2021,First Class,CG-90807,Irene Maddox,Consumer,United States,San Francisco,California,37269,West,OFF-FAS-20347,Office Supplies,Fasteners,Avery Binding System Hidden Tab Executive Style Index Systems,44.47,4,0.05,10.45
516,CA-2021-000267,10/4/2021,10/8/2021,Second Class,CG-27565,Darrin Van Huff,Corporate,United States,Boston,Massachusetts,30305,East,FUR-BOO-54028,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase in Fawn Finish,584.13,3,0.25,-107.59
517,CA-2021-000267,10/4/2021,10/8/2021,Second Class,CG-27565,Darrin Van Huff,Corporate,United States,Boston,Massachusetts,89863,East,TEC-MAC-97467,Technology,Machines,Brother Fax Machine 775,3467.49,2,0.1,-257.09
518,CA-2021-000268,10/23/2021,10/26/2021,First Class,CG-66668,Eric Hoffmann,Consumer,United States,New Orleans,Louisiana,20685,South,TEC-PHO-10204,Technology,Phones,GE 30524EE4 Dect 6.0 Cordless Phone,1196.38,2,0.2,-11.99
519,CA-2021-000269,6/1/2021,6/1/2021,Same Day,CG-17005,Claire Gute,Home Office,United States,Mobile,Alabama,22093,South,OFF-PAP-88663,Office Supplies,Paper,Hammermill CopyPlus Copy Paper,55.59,2,0.15,4.19
520,CA-2021-000270,6/4/2021,6/5/2021,Same Day,CG-29466,Maria Bertelson,Corporate,United States,Memphis,Tennessee,15950,South,OFF-SUP-42441,Office Supplies,Supplies,Belkin 6 Outlet Metallic Surge Strip,352.51,7,0.1,-27.96
521,CA-2021-000271,9/21/2021,9/26/2021,Standard Class,CG-52878,Jim Mitchum,Consumer,United States,Buffalo,New York,32385,East,FUR-TAB-94976,Furniture,Tables,Harmonics Envision Training Table,2501.45,4,0.35,-1349.4
522,CA-2021-000271,9/21/2021,9/26/2021,Standard Class,CG-52878,Jim Mitchum,Consumer,United States,Buffalo,New York,25191,East,FUR-BOO-80697,Furniture,Bookcases,Atlantic Metals Mobile Heavy-Gauge Shelving Cart,1833.49,5,0.25,-374.1
523,CA-2021-000271,9/21/2021,9/26/2021,Standard Class,CG-52878,Jim Mitchum,Consumer,United States,Buffalo,New York,67899,East,OFF-PAP-37346,Office Supplies,Paper,Hammermill CopyPlus Copy Paper,279.43,7,0.05,59.25
524,CA-2021-000272,11/11/2021,11/17/2021,Standard Class,CG-13674,Fred Hopkins,Home Office,United States,Salem,Oregon,61385,West,FUR-CHA-76350,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chair,2556.99,7,0,98.17
525,CA-2021-000272,11/11/2021,11/17/2021,Standard Class,CG-13674,Fred Hopkins,Home Office,United States,Salem,Oregon,74224,West,TEC-COP-70940,Technology,Copiers,Hewlett Packard LaserJet 1010,4489.03,2,0,1393.19
526,CA-2021-000272,11/11/2021,11/17/2021,Standard Class,CG-13674,Fred Hopkins,Home Office,United States,Salem,Oregon,10809,West,OFF-APP-15873,Office Supplies,Appliances,KitchenAid 5-Speed Ultra Power Blender,844.58,7,0.15,33.9
527,CA-2021-000273,2/11/2021,2/14/2021,First Class,CG-16655,Harold Pawlan,Corporate,United States,San Francisco,California,31459,West,OFF-PAP-85776,Office Supplies,Paper,Xerox 4200 Series Multi-Use Copy Paper,116.16,4,0.2,8.77
